phase,quantity,model,decision_type,metric,value,note
before,DM_like_for_like,gemini,HVAC,top1_gain_AH_minus_DM,0.00857142857142854,arm=extracted_per_run
before,DM_like_for_like,gemini,Appliance,kendall_tau,0.17948717948717952,arm=extracted_per_run
before,DM_like_for_like,gemini,Appliance,top1,0.49230769230769234,arm=extracted_per_run
before,DM_like_for_like,gemini,Appliance,mae,0.23675641025641028,arm=extracted_per_run
before,DM_like_for_like,gemini,Appliance,tau_gain_AH_minus_DM,0.7794871794871795,arm=extracted_per_run
before,DM_like_for_like,gemini,Appliance,top1_gain_AH_minus_DM,0.4769230769230769,arm=extracted_per_run
before,DM_like_for_like,gemini,Shower,kendall_tau,0.8000000000000002,arm=extracted_per_run
before,DM_like_for_like,gemini,Shower,top1,0.85,arm=extracted_per_run
before,DM_like_for_like,gemini,Shower,mae,0.05929166666666665,arm=extracted_per_run
before,DM_like_for_like,gemini,Shower,tau_gain_AH_minus_DM,0.022222222222222032,arm=extracted_per_run
before,DM_like_for_like,gemini,Shower,top1_gain_AH_minus_DM,0.0,arm=extracted_per_run
before,DM_like_for_like,gptoss,Overall,kendall_tau,0.5974348572320175,arm=extracted_per_run
before,DM_like_for_like,gptoss,Overall,top1,0.741212866293222,arm=extracted_per_run
before,DM_like_for_like,gptoss,Overall,mae,0.12873901561658466,arm=extracted_per_run
before,DM_like_for_like,gptoss,Overall,tau_gain_AH_minus_DM,0.299984515822244,arm=extracted_per_run
before,DM_like_for_like,gptoss,Overall,top1_gain_AH_minus_DM,0.17607014403394494,arm=extracted_per_run
before,DM_like_for_like,gptoss,HVAC,kendall_tau,0.919674568817426,arm=extracted_per_run
before,DM_like_for_like,gptoss,HVAC,top1,0.9484225932797361,arm=extracted_per_run
before,DM_like_for_like,gptoss,HVAC,mae,0.06746734247234247,arm=extracted_per_run
before,DM_like_for_like,gptoss,HVAC,tau_gain_AH_minus_DM,0.023178451178451142,arm=extracted_per_run
before,DM_like_for_like,gptoss,HVAC,top1_gain_AH_minus_DM,-0.008545454545454545,arm=extracted_per_run
before,DM_like_for_like,gptoss,Appliance,kendall_tau,0.17948717948717952,arm=extracted_per_run
before,DM_like_for_like,gptoss,Appliance,top1,0.49230769230769234,arm=extracted_per_run
before,DM_like_for_like,gptoss,Appliance,mae,0.23675641025641028,arm=extracted_per_run
before,DM_like_for_like,gptoss,Appliance,tau_gain_AH_minus_DM,0.7876923076923077,arm=extracted_per_run
before,DM_like_for_like,gptoss,Appliance,top1_gain_AH_minus_DM,0.4953846153846154,arm=extracted_per_run
before,DM_like_for_like,gptoss,Shower,kendall_tau,0.8000000000000002,arm=extracted_per_run
before,DM_like_for_like,gptoss,Shower,top1,0.85,arm=extracted_per_run
before,DM_like_for_like,gptoss,Shower,mae,0.05929166666666665,arm=extracted_per_run
before,DM_like_for_like,gptoss,Shower,tau_gain_AH_minus_DM,-0.013333333333333485,arm=extracted_per_run
before,DM_like_for_like,gptoss,Shower,top1_gain_AH_minus_DM,-0.026666666666666637,arm=extracted_per_run
before,DM_like_for_like,qwen,Overall,kendall_tau,0.6409727729315358,arm=extracted_per_run
before,DM_like_for_like,qwen,Overall,top1,0.769785884218874,arm=extracted_per_run
before,DM_like_for_like,qwen,Overall,mae,0.12233123182659264,arm=extracted_per_run
before,DM_like_for_like,qwen,Overall,tau_gain_AH_minus_DM,0.2391400123358886,arm=extracted_per_run
before,DM_like_for_like,qwen,Overall,top1_gain_AH_minus_DM,0.12745440126883423,arm=extracted_per_run
before,DM_like_for_like,qwen,HVAC,kendall_tau,0.9348792270531401,arm=extracted_per_run
before,DM_like_for_like,qwen,HVAC,top1,0.959792960662526,arm=extracted_per_run
before,DM_like_for_like,qwen,HVAC,mae,0.06981024844720496,arm=extracted_per_run
before,DM_like_for_like,qwen,HVAC,tau_gain_AH_minus_DM,-0.053581780538302246,arm=extracted_per_run
before,DM_like_for_like,qwen,HVAC,top1_gain_AH_minus_DM,-0.08612836438923399,arm=extracted_per_run
before,DM_like_for_like,qwen,Appliance,kendall_tau,0.17948717948717952,arm=extracted_per_run
before,DM_like_for_like,qwen,Appliance,top1,0.49230769230769234,arm=extracted_per_run
before,DM_like_for_like,qwen,Appliance,mae,0.23675641025641028,arm=extracted_per_run
before,DM_like_for_like,qwen,Appliance,tau_gain_AH_minus_DM,0.7261538461538463,arm=extracted_per_run
before,DM_like_for_like,qwen,Appliance,top1_gain_AH_minus_DM,0.43692307692307697,arm=extracted_per_run
before,DM_like_for_like,qwen,Shower,kendall_tau,0.8000000000000002,arm=extracted_per_run
before,DM_like_for_like,qwen,Shower,top1,0.85,arm=extracted_per_run
before,DM_like_for_like,qwen,Shower,mae,0.05929166666666665,arm=extracted_per_run
before,DM_like_for_like,qwen,Shower,tau_gain_AH_minus_DM,0.051111111111110996,arm=extracted_per_run
before,DM_like_for_like,qwen,Shower,top1_gain_AH_minus_DM,0.040000000000000015,arm=extracted_per_run
before,FD_appliance_type,all,Appliance,dryer,24,
before,FD_appliance_type,all,Appliance,washing_machine,21,
before,FD_appliance_type,all,Appliance,dishwasher,20,
before,FD_kwh_per_cycle,all,Appliance,2.1,24,
before,FD_kwh_per_cycle,all,Appliance,0.55,21,
before,FD_kwh_per_cycle,all,Appliance,1.0,20,
before,FD,all,HVAC,kendall_tau,0.9333,
before,FD,all,HVAC,top1,0.9571,
before,FD,all,HVAC,mae,0.0707,
before,FD,all,HVAC,n_scored,70,
before,FD,all,Appliance,kendall_tau,0.0974,
before,FD,all,Appliance,top1,0.2923,
before,FD,all,Appliance,mae,0.1612,
before,FD,all,Appliance,n_scored,65,
before,FD,all,Shower,kendall_tau,0.8,
before,FD,all,Shower,top1,0.85,
before,FD,all,Shower,mae,0.0593,
before,FD,all,Shower,n_scored,60,
before,FD,all,Overall,kendall_tau,0.6137,pooled
before,FD,all,Overall,top1,0.7026,pooled
before,FD,all,Overall,mae,0.0974,pooled
before,FD,all,Overall,n_scored,195,
before,FD_like_for_like,deepseek,Overall,kendall_tau,0.6132769406996211,
before,FD_like_for_like,deepseek,Overall,top1,0.7022574676182923,
before,FD_like_for_like,deepseek,Overall,tau_gain_AH_minus_FD,0.28404617146885186,
before,FD_like_for_like,deepseek,HVAC,kendall_tau,0.9331400966183574,
before,FD_like_for_like,deepseek,HVAC,top1,0.9570186335403728,
before,FD_like_for_like,deepseek,HVAC,tau_gain_AH_minus_FD,-0.013388543823326415,
before,FD_like_for_like,deepseek,Appliance,kendall_tau,0.09743589743589745,
before,FD_like_for_like,deepseek,Appliance,top1,0.2923076923076923,
before,FD_like_for_like,deepseek,Appliance,tau_gain_AH_minus_FD,0.877948717948718,
before,FD_like_for_like,deepseek,Shower,kendall_tau,0.8000000000000002,
before,FD_like_for_like,deepseek,Shower,top1,0.85,
before,FD_like_for_like,deepseek,Shower,tau_gain_AH_minus_FD,-0.013333333333333553,
before,FD_like_for_like,gemini,Overall,kendall_tau,0.6136752136752137,
before,FD_like_for_like,gemini,Overall,top1,0.7025641025641025,
before,FD_like_for_like,gemini,Overall,tau_gain_AH_minus_FD,0.3097435897435896,
before,FD_like_for_like,gemini,HVAC,kendall_tau,0.9333333333333332,
before,FD_like_for_like,gemini,HVAC,top1,0.9571428571428571,
before,FD_like_for_like,gemini,HVAC,tau_gain_AH_minus_FD,0.04380952380952381,
before,FD_like_for_like,gemini,Appliance,kendall_tau,0.09743589743589745,
before,FD_like_for_like,gemini,Appliance,top1,0.2923076923076923,
before,FD_like_for_like,gemini,Appliance,tau_gain_AH_minus_FD,0.8615384615384617,
before,FD_like_for_like,gemini,Shower,kendall_tau,0.8000000000000002,
before,FD_like_for_like,gemini,Shower,top1,0.85,
before,FD_like_for_like,gemini,Shower,tau_gain_AH_minus_FD,0.022222222222222032,
before,FD_like_for_like,gptoss,Overall,kendall_tau,0.5686836052247193,
before,FD_like_for_like,gptoss,Overall,top1,0.6654403440217139,
before,FD_like_for_like,gptoss,Overall,tau_gain_AH_minus_FD,0.3287357678295423,
before,FD_like_for_like,gptoss,HVAC,kendall_tau,0.9283215831787259,
before,FD_like_for_like,gptoss,HVAC,top1,0.9484225932797361,
before,FD_like_for_like,gptoss,HVAC,tau_gain_AH_minus_FD,0.014531436817151055,
before,FD_like_for_like,gptoss,Appliance,kendall_tau,0.09743589743589745,
before,FD_like_for_like,gptoss,Appliance,top1,0.2923076923076923,
before,FD_like_for_like,gptoss,Appliance,tau_gain_AH_minus_FD,0.8697435897435899,
before,FD_like_for_like,gptoss,Shower,kendall_tau,0.8000000000000002,
before,FD_like_for_like,gptoss,Shower,top1,0.85,
before,FD_like_for_like,gptoss,Shower,tau_gain_AH_minus_FD,-0.013333333333333485,
before,FD_like_for_like,qwen,Overall,kendall_tau,0.6135659529473962,
before,FD_like_for_like,qwen,Overall,top1,0.7029817605075337,
before,FD_like_for_like,qwen,Overall,tau_gain_AH_minus_FD,0.2665468323200281,
before,FD_like_for_like,qwen,HVAC,kendall_tau,0.9348792270531401,
before,FD_like_for_like,qwen,HVAC,top1,0.959792960662526,
before,FD_like_for_like,qwen,HVAC,tau_gain_AH_minus_FD,-0.053581780538302246,
before,FD_like_for_like,qwen,Appliance,kendall_tau,0.09743589743589745,
before,FD_like_for_like,qwen,Appliance,top1,0.2923076923076923,
before,FD_like_for_like,qwen,Appliance,tau_gain_AH_minus_FD,0.8082051282051281,
before,FD_like_for_like,qwen,Shower,kendall_tau,0.8000000000000002,
before,FD_like_for_like,qwen,Shower,top1,0.85,
before,FD_like_for_like,qwen,Shower,tau_gain_AH_minus_FD,0.051111111111110996,
before,SIG,deepseek,Overall,kendall_tau:p_value,4.662201001364579e-07,default_params vs extracted
before,SIG,deepseek,Overall,kendall_tau:p_holm,2.331100500682289e-06,default_params vs extracted
before,SIG,deepseek,Overall,kendall_tau:cliff_delta,-0.2233004602235371,default_params vs extracted
before,SIG,deepseek,Overall,kendall_tau:n_pairs,195,default_params vs extracted
before,SIG,deepseek,Overall,top1:p_value,0.0001828106329818348,default_params vs extracted
before,SIG,deepseek,Overall,top1:p_holm,0.0001828106329818348,default_params vs extracted
before,SIG,deepseek,Overall,top1:cliff_delta,-0.1435897435897436,default_params vs extracted
before,SIG,deepseek,Overall,top1:n_pairs,195,default_params vs extracted
before,SIG,deepseek,Overall,mae:p_value,5.038170372697613e-20,default_params vs extracted
before,SIG,deepseek,Overall,mae:p_holm,5.541987409967374e-19,default_params vs extracted
before,SIG,deepseek,Overall,mae:cliff_delta,0.491439842209073,default_params vs extracted
before,SIG,deepseek,Overall,mae:n_pairs,195,default_params vs extracted
before,SIG,gemini,Overall,kendall_tau:p_value,6.071753852119681e-08,default_params vs extracted
before,SIG,gemini,Overall,kendall_tau:p_holm,4.250227696483776e-07,default_params vs extracted
before,SIG,gemini,Overall,kendall_tau:cliff_delta,-0.2392110453648915,default_params vs extracted
before,SIG,gemini,Overall,kendall_tau:n_pairs,195,default_params vs extracted
before,SIG,gemini,Overall,top1:p_value,2.061002941256615e-05,default_params vs extracted
before,SIG,gemini,Overall,top1:p_holm,6.183008823769845e-05,default_params vs extracted
before,SIG,gemini,Overall,top1:cliff_delta,-0.158974358974359,default_params vs extracted
before,SIG,gemini,Overall,top1:n_pairs,195,default_params vs extracted
before,SIG,gemini,Overall,mae:p_value,2.335491017221078e-19,default_params vs extracted
before,SIG,gemini,Overall,mae:p_holm,2.335491017221078e-18,default_params vs extracted
before,SIG,gemini,Overall,mae:cliff_delta,0.4513609467455622,default_params vs extracted
before,SIG,gemini,Overall,mae:n_pairs,195,default_params vs extracted
before,SIG,gptoss,Overall,kendall_tau:p_value,2.441181074772002e-09,default_params vs extracted
before,SIG,gptoss,Overall,kendall_tau:p_holm,1.952944859817602e-08,default_params vs extracted
before,SIG,gptoss,Overall,kendall_tau:cliff_delta,-0.2341640982038474,default_params vs extracted
before,SIG,gptoss,Overall,kendall_tau:n_pairs,194,default_params vs extracted
before,SIG,gptoss,Overall,top1:p_value,5.358051166961492e-07,default_params vs extracted
before,SIG,gptoss,Overall,top1:p_holm,2.143220466784597e-06,default_params vs extracted
before,SIG,gptoss,Overall,top1:cliff_delta,-0.1752577319587629,default_params vs extracted
before,SIG,gptoss,Overall,top1:n_pairs,194,default_params vs extracted
before,SIG,gptoss,Overall,mae:p_value,1.251000141325925e-21,default_params vs extracted
before,SIG,gptoss,Overall,mae:p_holm,1.50120016959111e-20,default_params vs extracted
before,SIG,gptoss,Overall,mae:cliff_delta,0.4457168668296312,default_params vs extracted
before,SIG,gptoss,Overall,mae:n_pairs,194,default_params vs extracted
before,SIG,qwen,Overall,kendall_tau:p_value,2.586741349189714e-07,default_params vs extracted
before,SIG,qwen,Overall,kendall_tau:p_holm,1.552044809513828e-06,default_params vs extracted
before,SIG,qwen,Overall,kendall_tau:cliff_delta,-0.218172255095332,default_params vs extracted
before,SIG,qwen,Overall,kendall_tau:n_pairs,195,default_params vs extracted
before,SIG,qwen,Overall,top1:p_value,2.430496069477897e-05,default_params vs extracted
before,SIG,qwen,Overall,top1:p_holm,4.860992138955793e-05,default_params vs extracted
before,SIG,qwen,Overall,top1:cliff_delta,-0.1435897435897436,default_params vs extracted
before,SIG,qwen,Overall,top1:n_pairs,195,default_params vs extracted
before,SIG,qwen,Overall,mae:p_value,3.906073614439517e-11,default_params vs extracted
before,SIG,qwen,Overall,mae:p_holm,3.515466252995565e-10,default_params vs extracted
before,SIG,qwen,Overall,mae:cliff_delta,0.3478763971071663,default_params vs extracted
before,SIG,qwen,Overall,mae:n_pairs,195,default_params vs extracted
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Direct_LLM_Scoring|tau,0.099515,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Direct_LLM_Scoring|Top-1,0.344154,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Direct_LLM_Scoring|MAE,0.231105,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Direct_LLM_Scoring|RMSE,0.295934,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Direct_LLM_Scoring|RMSE/MAE,1.283188,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Example-Guided_LLM_Scoring|tau,0.282681,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Example-Guided_LLM_Scoring|Top-1,0.495998,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Example-Guided_LLM_Scoring|MAE,0.171481,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Example-Guided_LLM_Scoring|RMSE,0.23902,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,Example-Guided_LLM_Scoring|RMSE/MAE,1.400254,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,LLM-Parameterized_Reference_Scoring|tau,0.898326,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.912279,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.054056,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,LLM-Parameterized_Reference_Scoring|RMSE,0.110688,
before,NUMBERS:Table5_pooled_overall,pooled,Overall,LLM-Parameterized_Reference_Scoring|RMSE/MAE,2.051853,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Direct_LLM_Scoring|EnergyCost,0.250475,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Direct_LLM_Scoring|Environmental,0.269965,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Direct_LLM_Scoring|Comfort,0.18578,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Direct_LLM_Scoring|Practicality,0.220145,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Direct_LLM_Scoring|Overall,0.231585,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Example-Guided_LLM_Scoring|EnergyCost,0.180265,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Example-Guided_LLM_Scoring|Environmental,0.17268,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Example-Guided_LLM_Scoring|Comfort,0.16649,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Example-Guided_LLM_Scoring|Practicality,0.169165,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,Example-Guided_LLM_Scoring|Overall,0.172155,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,LLM-Parameterized_Reference_Scoring|EnergyCost,0.08198,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,LLM-Parameterized_Reference_Scoring|Environmental,0.10522,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,LLM-Parameterized_Reference_Scoring|Comfort,0.009275,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,LLM-Parameterized_Reference_Scoring|Practicality,0.019655,
before,NUMBERS:Table6_per_criterion_mae,pooled,Overall,LLM-Parameterized_Reference_Scoring|Overall,0.054045,
before,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|EnergyCost,0.24774,
before,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|Environmental,0.24838,
before,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|Comfort,0.16834,
before,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|Practicality,0.2116,
before,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|Overall,0.219,
before,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|EnergyCost,0.25812,
before,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|Environmental,0.2924,
before,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|Comfort,0.18314,
before,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|Practicality,0.2307,
before,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|Overall,0.24106,
before,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|EnergyCost,0.17686,
before,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|Environmental,0.16548,
before,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|Comfort,0.14004,
before,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|Practicality,0.15112,
before,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|Overall,0.15838,
before,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|EnergyCost,0.19752,
before,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Environmental,0.19466,
before,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Comfort,0.19306,
before,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Practicality,0.18888,
before,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Overall,0.19354,
before,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|EnergyCost,0.06834,
before,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Environmental,0.08116,
before,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Comfort,0.00892,
before,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Practicality,0.02082,
before,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Overall,0.04484,
before,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|EnergyCost,0.1115,
before,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Environmental,0.14984,
before,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Comfort,0.009,
before,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Practicality,0.0168,
before,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Overall,0.07178,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,HVAC,Direct_LLM_Scoring|tau,-0.000485,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,HVAC,Direct_LLM_Scoring|Top-1,0.293965,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Appliance,Direct_LLM_Scoring|tau,-0.042435,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Appliance,Direct_LLM_Scoring|Top-1,0.266375,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Shower,Direct_LLM_Scoring|tau,0.3483,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Shower,Direct_LLM_Scoring|Top-1,0.47569,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Overall,Direct_LLM_Scoring|tau,0.09268,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Overall,Direct_LLM_Scoring|Top-1,0.340585,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,HVAC,Example-Guided_LLM_Scoring|tau,0.087605,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,HVAC,Example-Guided_LLM_Scoring|Top-1,0.340345,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Appliance,Example-Guided_LLM_Scoring|tau,0.236025,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Appliance,Example-Guided_LLM_Scoring|Top-1,0.522305,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Shower,Example-Guided_LLM_Scoring|tau,0.53279,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Shower,Example-Guided_LLM_Scoring|Top-1,0.630845,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Overall,Example-Guided_LLM_Scoring|tau,0.274305,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Overall,Example-Guided_LLM_Scoring|Top-1,0.490495,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,HVAC,LLM-Parameterized_Reference_Scoring|tau,0.93026,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,HVAC,LLM-Parameterized_Reference_Scoring|Top-1,0.924745,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Appliance,LLM-Parameterized_Reference_Scoring|tau,0.9518,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Appliance,LLM-Parameterized_Reference_Scoring|Top-1,0.967685,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Shower,LLM-Parameterized_Reference_Scoring|tau,0.81167,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Shower,LLM-Parameterized_Reference_Scoring|Top-1,0.843335,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Overall,LLM-Parameterized_Reference_Scoring|tau,0.899575,
before,NUMBERS:Table7_per_decision_type_pooled,pooled,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.91335,
before,NUMBERS:Table7_best_worst,best,gptoss,Direct_LLM_Scoring|HVAC_tau,0.13524,
before,NUMBERS:Table7_best_worst,best,gptoss,Direct_LLM_Scoring|HVAC_Top-1,0.39714,
before,NUMBERS:Table7_best_worst,worst,deepseek,Direct_LLM_Scoring|HVAC_tau,-0.1021,
before,NUMBERS:Table7_best_worst,worst,deepseek,Direct_LLM_Scoring|HVAC_Top-1,0.19788,
before,NUMBERS:Table7_best_worst,best,deepseek,Direct_LLM_Scoring|Appliance_tau,0.02934,
before,NUMBERS:Table7_best_worst,best,deepseek,Direct_LLM_Scoring|Appliance_Top-1,0.31706,
before,NUMBERS:Table7_best_worst,worst,gptoss,Direct_LLM_Scoring|Appliance_tau,-0.14666,
before,NUMBERS:Table7_best_worst,worst,gptoss,Direct_LLM_Scoring|Appliance_Top-1,0.2677,
before,NUMBERS:Table7_best_worst,best,gemini,Direct_LLM_Scoring|Shower_tau,0.63334,
before,NUMBERS:Table7_best_worst,best,gemini,Direct_LLM_Scoring|Shower_Top-1,0.61,
before,NUMBERS:Table7_best_worst,worst,qwen,Direct_LLM_Scoring|Shower_tau,0.06888,
before,NUMBERS:Table7_best_worst,worst,qwen,Direct_LLM_Scoring|Shower_Top-1,0.34334,
before,NUMBERS:Table7_best_worst,best,gptoss,Example-Guided_LLM_Scoring|HVAC_tau,0.26474,
before,NUMBERS:Table7_best_worst,best,gptoss,Example-Guided_LLM_Scoring|HVAC_Top-1,0.46856,
before,NUMBERS:Table7_best_worst,worst,gemini,Example-Guided_LLM_Scoring|HVAC_tau,-0.11622,
before,NUMBERS:Table7_best_worst,worst,gemini,Example-Guided_LLM_Scoring|HVAC_Top-1,0.15284,
before,NUMBERS:Table7_best_worst,best,deepseek,Example-Guided_LLM_Scoring|Appliance_tau,0.41744,
before,NUMBERS:Table7_best_worst,best,deepseek,Example-Guided_LLM_Scoring|Appliance_Top-1,0.70152,
before,NUMBERS:Table7_best_worst,worst,gptoss,Example-Guided_LLM_Scoring|Appliance_tau,-0.0482,
before,NUMBERS:Table7_best_worst,worst,gptoss,Example-Guided_LLM_Scoring|Appliance_Top-1,0.30462,
before,NUMBERS:Table7_best_worst,best,gemini,Example-Guided_LLM_Scoring|Shower_tau,0.76668,
before,NUMBERS:Table7_best_worst,best,gemini,Example-Guided_LLM_Scoring|Shower_Top-1,0.79334,
before,NUMBERS:Table7_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Shower_tau,0.24,
before,NUMBERS:Table7_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Shower_Top-1,0.47,
before,NUMBERS:Table7_best_worst,best,gemini,LLM-Parameterized_Reference_Scoring|HVAC_tau,0.97716,
before,NUMBERS:Table7_best_worst,best,gemini,LLM-Parameterized_Reference_Scoring|HVAC_Top-1,0.96568,
before,NUMBERS:Table7_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|HVAC_tau,0.8813,
before,NUMBERS:Table7_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|HVAC_Top-1,0.87366,
before,NUMBERS:Table7_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Appliance_tau,0.9754,
before,NUMBERS:Table7_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Appliance_Top-1,0.9846,
before,NUMBERS:Table7_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Appliance_tau,0.90562,
before,NUMBERS:Table7_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Appliance_Top-1,0.92926,
before,NUMBERS:Table7_best_worst,best,qwen,LLM-Parameterized_Reference_Scoring|Shower_tau,0.85112,
before,NUMBERS:Table7_best_worst,best,qwen,LLM-Parameterized_Reference_Scoring|Shower_Top-1,0.89,
before,NUMBERS:Table7_best_worst,worst,deepseek,LLM-Parameterized_Reference_Scoring|Shower_tau,0.78668,
before,NUMBERS:Table7_best_worst,worst,deepseek,LLM-Parameterized_Reference_Scoring|Shower_Top-1,0.81,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|cost_usd,0.023389,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|tokens_in_per_run,411171.0,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|tokens_out_per_run,81893.8,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|tokens_per_scenario,2528.537436,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|calls_per_scenario,3.0,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|cost_usd,0.023457,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|tokens_in_per_run,397207.8,
before,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|tokens_out_per_run,85274.6,
